gid,nombre_plaza,ordenanza,clasificacion,id_barrios,nombre_barrio,ubicacion,st_asgeojson
75,S/N,S/D,ESPACIO VERDE,40,INDEPENDENCIA,PROF. FLORENCIO GODOY CRUZ- CURA BROCHERO,"{""type"":""Polygon"",""coordinates"":[[[-58.8291166945926,-27.5042062096491],[-58.8292175148399,-27.504888035237],[-58.8300146117883,-27.5047827037372],[-58.8299464943466,-27.5043498681916],[-58.8299061119385,-27.5041018451927],[-58.8291166945926,-27.5042062096491]]]}"
77,S/N,S/D,ESPACIO VERDE,86,SAN ROQUE,PABLO NERUDA- SILVINA OCAMPO- PABLO NERUDA,"{""type"":""Polygon"",""coordinates"":[[[-58.8035275787272,-27.5103042165659],[-58.8037844979887,-27.5108739808703],[-58.8042428933255,-27.510457538511],[-58.8042292764745,-27.5102225551746],[-58.8035275787272,-27.5103042165659]]]}"
78,S/N,S/D,ESPACIO VERDE,68,POPULAR,PEDERNERA-PJE. LEVENNE R.-QUINQUELA MARTIN,"{""type"":""Polygon"",""coordinates"":[[[-58.7927734106497,-27.4713517086688],[-58.7928178748783,-27.4715649569355],[-58.7931281541096,-27.4715251925734],[-58.7933414090217,-27.4714978313495],[-58.7932987581259,-27.4712842855492],[-58.7927734106497,-27.4713517086688]]]}"
79,S/N,S/D,ESPACIO VERDE,68,POPULAR,HUNGRIA-FRAY C. RODRIGUEZ,"{""type"":""Polygon"",""coordinates"":[[[-58.7945253347481,-27.4720993517241],[-58.7946076826352,-27.4724761438149],[-58.7949122703447,-27.4724204632003],[-58.7948284793593,-27.4720665537034],[-58.7945253347481,-27.4720993517241]]]}"
85,S/N,S/D,ESPACIO DEPORTIVO,21,CIUDADES CORRENTINAS,TUPAC AMARU-S/N (63)-AMERICO VESPUCIO-TURIN,"{""type"":""Polygon"",""coordinates"":[[[-58.7853067644005,-27.5007563865789],[-58.7853317702906,-27.5008885462333],[-58.785570043796,-27.5008521559262],[-58.7855869365019,-27.5009401082018],[-58.7857087993376,-27.5009225066021],[-58.7857685088342,-27.5012333815094],[-58.786117649525,-27.5011804586652],[-58.7860578633817,-27.5008691961281],[-58.7860151596764,-27.5006468677742],[-58.7859297512512,-27.5002022033345],[-58.78571832,-27.5002344984422],[-58.7858051775054,-27.5006789375784],[-58.7853067644005,-27.5007563865789]]]}"
103,ANFITEATRO JOSÉ HERNANDEZ,S/D,PLAZA,16,CAMBA CUA,COSTANERA GRAL. SAN MARTIN-PAGO LARGO-JUNIN-DON BOSCO,"{""type"":""Polygon"",""coordinates"":[[[-58.8492032045174,-27.4663687219513],[-58.848837218848,-27.4662602138107],[-58.8484804210004,-27.4660887472942],[-58.8480412677585,-27.4657668071071],[-58.8479419021348,-27.4656934588547],[-58.848024201426,-27.4666521288092],[-58.8492187109793,-27.4665612972641],[-58.8492032045174,-27.4663687219513]]]}"
160,S/N,S/D,ESPACIO VERDE,44,JOSE MARIA PONCE,JOSE VALPUESTA-JOSE VALPUESTA-JOAQUIN ARQUEROS-GABINO CASCO,"{""type"":""Polygon"",""coordinates"":[[[-58.7709939558756,-27.4966873723523],[-58.7710852352736,-27.4972590615222],[-58.7713160424537,-27.4972280444773],[-58.7713863643053,-27.4971557033765],[-58.7713519806947,-27.4969403621487],[-58.7713416056956,-27.4969418053391],[-58.7712976717691,-27.4966907657322],[-58.7712476868102,-27.496697721345],[-58.771239885942,-27.4966531475833],[-58.7709939558756,-27.4966873723523]]]}"
104,JULIO OMAR BENITEZ CABO PRIMERO P.N.A.,1635,PLAZA,74,REPUBLICA DE VENEZUELA,DR. MIGUEL SUSSINI-HAWAII,"{""type"":""Polygon"",""coordinates"":[[[-58.8008682574164,-27.4900706162348],[-58.8008266894462,-27.4904895726175],[-58.8011715640007,-27.4905166935645],[-58.8012210827045,-27.4901004813242],[-58.8008682574164,-27.4900706162348]]]}"
81,S/N,S/D,ESPACIO DEPORTIVO,98,UNIVERSITARIO,JOSE MALABIA-SANCHEZ DE BUSTAMANTE-AGUSTIN MAZA,"{""type"":""Polygon"",""coordinates"":[[[-58.7886998063425,-27.4807985752247],[-58.7886431773683,-27.4804696364649],[-58.7878782946445,-27.4802280085305],[-58.7877584425689,-27.4805481906295],[-58.7877282366315,-27.4806550329111],[-58.7877202984866,-27.4807701899941],[-58.7877431196536,-27.4808665760159],[-58.7877752368952,-27.4809640355427],[-58.7886998063425,-27.4807985752247]]]}"
87,S/N,S/D,ESPACIO DEPORTIVO,3,9 DE JULIO,FRAY C. RODRIGUEZ-CORCEGA,"{""type"":""Polygon"",""coordinates"":[[[-58.7981629789131,-27.488896746419],[-58.7981758484284,-27.4889831176909],[-58.7981897370991,-27.4890704857837],[-58.7984418024897,-27.4890819470395],[-58.7984204516106,-27.4888056030337],[-58.7981542559033,-27.4888388560455],[-58.7981629789131,-27.488896746419]]]}"
88,S/N,S/D,ESPACIO DEPORTIVO,3,9 DE JULIO,PITAGORAS-LAS PIEDRAS,"{""type"":""Polygon"",""coordinates"":[[[-58.8029045218591,-27.4921442921379],[-58.8028551873432,-27.4925910265837],[-58.8036973231426,-27.4917800449893],[-58.803245001301,-27.4919862047111],[-58.8029045218591,-27.4921442921379]]]}"
89,S/N,S/D,ESPACIO DEPORTIVO,3,9 DE JULIO,CARTAGENA-RESOAGLI-S/N (146)-LAS PIEDRAS,"{""type"":""Polygon"",""coordinates"":[[[-58.8046840357485,-27.4931302763314],[-58.804985528607,-27.493651505292],[-58.8051649411779,-27.4935709733447],[-58.805255701963,-27.4937249565413],[-58.8054232112169,-27.4936464406661],[-58.8051878369828,-27.4932471040607],[-58.805703261791,-27.4930055057555],[-58.8056501881915,-27.4926844329022],[-58.805027954352,-27.4929715718856],[-58.8046840357485,-27.4931302763314]]]}"
122,S/N,S/D,PLAZA,20,CIUDAD DE ESTEPA,COSQUIN-JOSE MANUEL ESTRADA-RAFAELA-B.CIUDAD DE ESTEPA,"{""type"":""Polygon"",""coordinates"":[[[-58.8318391894745,-27.4959986724903],[-58.8317727197694,-27.4956825159382],[-58.8315131583317,-27.4957259120558],[-58.8315796273115,-27.4960420687077],[-58.8318391894745,-27.4959986724903]]]}"
164,S/N,S/D,PLAZA,26,CRISTOBAL COLON,RAFAELA-S/N-IBERA-EL MAESTRO-B. CRISTOBAL COLON,"{""type"":""Polygon"",""coordinates"":[[[-58.8292115784099,-27.497454413331],[-58.8292535899314,-27.4976795965759],[-58.8294821579975,-27.4976456862926],[-58.8294401460181,-27.4974205031016],[-58.8292115784099,-27.497454413331]]]}"
165,S/N,S/D,PLAZA,26,CRISTOBAL COLON,RAFAELA-DR. VALERIO BONASTRE--S/N-EL MAESTRO-B. CRISTOBAL COLON,"{""type"":""Polygon"",""coordinates"":[[[-58.8298736962722,-27.4972372720222],[-58.8299372972952,-27.4975781617999],[-58.8300061675983,-27.4975679430238],[-58.8299425663569,-27.4972270541728],[-58.8298736962722,-27.4972372720222]]]}"
119,JOSE HERNANDEZ,6550,PLAZA,6,ANAHI,ESTEBAN BAJAC-CRISTO OBRERO,"{""type"":""Polygon"",""coordinates"":[[[-58.7981508507082,-27.4643674945061],[-58.7981245410771,-27.4646641750732],[-58.7984211838586,-27.464693012022],[-58.7984546243415,-27.4643957816262],[-58.7981508507082,-27.4643674945061]]]}"
192,9 DE JULIO,1728,PLAZA,3,9 DE JULIO,HAWAII-PIROVANO,"{""type"":""Polygon"",""coordinates"":[[[-58.806676028138,-27.4877484639605],[-58.8059836838214,-27.4878630600196],[-58.8060387279268,-27.4881293952487],[-58.8062133618331,-27.4881013256405],[-58.8062647956531,-27.4881115153845],[-58.8063007988429,-27.4881238298682],[-58.8063339911578,-27.4881360661676],[-58.8063339911578,-27.4881360661676],[-58.8063637708942,-27.4881526906236],[-58.8063854601485,-27.4881689407293],[-58.806410162695,-27.48818950207],[-58.8064335401714,-27.4882108741946],[-58.8064484745337,-27.4882352343282],[-58.8064640640953,-27.4882608135804],[-58.8064713105739,-27.488287697545],[-58.8065036924388,-27.4884557210896],[-58.8068035456254,-27.488407169372],[-58.806676028138,-27.4877484639605]]]}"
166,ENRIQUE GERMÁN CAMINO,7103,PLAZOLETA,26,CRISTOBAL COLON,RAFAELA-DR. VALERIO BONASTRE-IBERA-B. CRISTOBAL COLON,"{""type"":""Polygon"",""coordinates"":[[[-58.830010201414,-27.4979807790287],[-58.830071576311,-27.4983210779469],[-58.8301405072897,-27.4983111925771],[-58.8300791322029,-27.497970891878],[-58.830010201414,-27.4979807790287]]]}"
118,6 DE MAYO,S/D,PLAZA,49,LAGUNA BRAVA,RAMON FELIX MORAY-MOCITO ACUÑA-6 DE MAYO-GRAL. JOAQUIN DE MADARIAGA,"{""type"":""Polygon"",""coordinates"":[[[-58.7186005338993,-27.4929307662097],[-58.7178469273906,-27.4930364321101],[-58.7178235093857,-27.4930577815507],[-58.7179342556314,-27.4937168522775],[-58.7179669092195,-27.4937454855383],[-58.7187287853852,-27.4936296284521],[-58.718674145887,-27.4933320034534],[-58.7186005338993,-27.4929307662097]]]}"
117,JONAS SALK,2836,PLAZA,59,NTRA SRA DE LA ASUNCION,SANTIAGO ZIBELMAN-RAMOS MEJIA-TUPAC AMARU-SANCHEZ DE BUSTAMANTE,"{""type"":""Polygon"",""coordinates"":[[[-58.7912975699908,-27.5011165237644],[-58.7913038751273,-27.5012948632888],[-58.7914051830386,-27.5012920153051],[-58.7926298594669,-27.5012575811496],[-58.7927309947059,-27.5012547370523],[-58.7923326747295,-27.500535220353],[-58.7922814838198,-27.5004674129756],[-58.7910337475289,-27.5006419300673],[-58.7912271784357,-27.5010023068775],[-58.7912975699908,-27.5011165237644]]]}"
95,HIPOLITO IRIGOYEN,1473,PLAZA,74,REPUBLICA DE VENEZUELA,DR. MIGUEL SUSSINI-HAWAII,"{""type"":""Polygon"",""coordinates"":[[[-58.8011615796308,-27.4898082213049],[-58.8008992091239,-27.4897911593778],[-58.8008682574164,-27.4900706162348],[-58.8012210827045,-27.4901004813242],[-58.8016021431725,-27.489922515772],[-58.8014572920165,-27.489674048625],[-58.8011615796308,-27.4898082213049],[-58.8011615796308,-27.4898082213049]]]}"
96,FRAY MAMERTO ESQUIU,1102,PLAZA,46,JUAN XXIII,TRES SARGENTOS- FACUNDO QUIROGA- PRIMERA JUNTA- RIO LIMAY,"{""type"":""Polygon"",""coordinates"":[[[-58.837171510516,-27.4961014499147],[-58.8362859216762,-27.4962132394561],[-58.8363356567016,-27.4965374975201],[-58.8372218051357,-27.4964245448483],[-58.837171510516,-27.4961014499147]]]}"
92,BUENOS VECINOS,6902,ESPACIO DEPORTIVO,58,NTRA SRA DE GUADALUPE,LOS ANDES- LOS CHARRUAS- HUMAHUACA,"{""type"":""Polygon"",""coordinates"":[[[-58.8193192738586,-27.5073257255947],[-58.8193208761201,-27.5076010079559],[-58.8197367715449,-27.507646884228],[-58.8198482555927,-27.5076591819921],[-58.8199597396688,-27.5076714796675],[-58.8201922472343,-27.5076971265405],[-58.8201900581756,-27.5073216924643],[-58.8193192738586,-27.5073257255947]]]}"
97,COSSETTINI,S/D,PLAZA,5,ALTA GRACIA,LAS CUEVAS- JOSE SASSON,"{""type"":""Polygon"",""coordinates"":[[[-58.8255818472448,-27.5089569862795],[-58.8255804465563,-27.5089852859148],[-58.825572902132,-27.5091377137883],[-58.8256521914707,-27.5091463054552],[-58.8257331263603,-27.5091550760906],[-58.8257194617777,-27.5089793721187],[-58.8257997866942,-27.5089742907857],[-58.8257556425221,-27.5084346066075],[-58.8252863712852,-27.5084045488175],[-58.8253029628782,-27.5086904607538],[-58.8253172637694,-27.5089369054504],[-58.8255818472448,-27.5089569862795]]]}"
99,MAMA,1546,PLAZA,77,SAN ANTONIO,LOS GUARANIES- LOS TEHUELCHES- LOS PUELCHES- LOS COMECHINGONES ,"{""type"":""Polygon"",""coordinates"":[[[-58.816881082247,-27.5054100827235],[-58.816656394985,-27.5060450358497],[-58.8174452848613,-27.5061645418424],[-58.817594150675,-27.5061870924007],[-58.8175743783964,-27.5061391109038],[-58.8175228083834,-27.506013965465],[-58.8173068779919,-27.5054899625412],[-58.816881082247,-27.5054100827235]]]}"
93,ELADIO GALARZA,S/D,ESPACIO DEPORTIVO,99,VICTOR COLAS,EDUARDO MADERO-LOS COCOS-LOS COCOS,"{""type"":""Polygon"",""coordinates"":[[[-58.7859392298182,-27.4629008829844],[-58.7862985930525,-27.4628359129334],[-58.7862921293426,-27.4628049048791],[-58.7862651026296,-27.4626908382219],[-58.7862311734658,-27.4625508797587],[-58.786217095359,-27.4624922658197],[-58.7860175162152,-27.4625207010816],[-58.7859392298182,-27.4629008829844]]]}"
94,S/N,S/D,PLAZA,3,9 DE JULIO,PIROVANO-PITAGORAS,"{""type"":""Polygon"",""coordinates"":[[[-58.8065562996919,-27.4912188961265],[-58.8071930627131,-27.491122393114],[-58.80719414453,-27.4911346739667],[-58.8073152512209,-27.4911165827312],[-58.8073301037387,-27.491062209769],[-58.8072671139607,-27.4907762654309],[-58.8064953908424,-27.4908939254263],[-58.8065562996919,-27.4912188961265]]]}"
90,S/N,S/D,ESPACIO DEPORTIVO,93,SERANTES,USPALLATA- NICARAGUA- CALLE 479- SUECIA,"{""type"":""Polygon"",""coordinates"":[[[-58.7994647627647,-27.5031924480778],[-58.7995021063559,-27.5034545242721],[-58.7999940922867,-27.5034268347034],[-58.7999556074725,-27.5031803982809],[-58.7994647627647,-27.5031924480778]]]}"
98,LLANO,S/D,PLAZA,14,BERON DE ASTRADA,3 DE ABRIL- JUAN GUTEMBERG- DR. RAMON CARRILLO- MAIPÚ,"{""type"":""Polygon"",""coordinates"":[[[-58.8314076307652,-27.4766193941298],[-58.8309129169791,-27.4766800670727],[-58.8304974987539,-27.4772267419991],[-58.8314359438461,-27.4769774591141],[-58.8314076307652,-27.4766193941298]]]}"
100,LA CRUZ,S/D,PLAZA,47,LA CRUZ,BELGRANO-BUENOS AIRES-BOLIVAR-SALTA,"{""type"":""Polygon"",""coordinates"":[[[-58.8394937708214,-27.4707804385143],[-58.8395576816556,-27.4717332102946],[-58.8407523288697,-27.4716230858509],[-58.8406698348783,-27.4706732302664],[-58.8401513141938,-27.4707209483912],[-58.8394937708214,-27.4707804385143]]]}"
196,S/N,S/D,ESPACIO VERDE,1,17 DE AGOSTO,CNEL. ARTAZA-EL TREBOL,"{""type"":""Polygon"",""coordinates"":[[[-58.7822920221405,-27.4888158931636],[-58.7823417405979,-27.4891201847971],[-58.7823548986206,-27.4891916990349],[-58.7827751716342,-27.4891370553629],[-58.7827134233911,-27.4887600821578],[-58.7822920221405,-27.4888158931636]]]}"
206,S/N,S/D,ESPACIO VERDE,5,ALTA GRACIA,JUAN CARLOS LUIS SEMPER- LOS COMECHINGONES,"{""type"":""Polygon"",""coordinates"":[[[-58.8224704240502,-27.5057585393873],[-58.822722016502,-27.5063064452291],[-58.8228103220514,-27.5063011245319],[-58.8227680319373,-27.5057431628202],[-58.8224704240502,-27.5057585393873]]]}"
109,S/N,S/D,PLAZA,55,MALVINAS ARGENTINAS,PAYSANDU-BARILOCHE,"{""type"":""Polygon"",""coordinates"":[[[-58.8245351134885,-27.492919696057],[-58.8246208824105,-27.4933831676521],[-58.8247809184338,-27.4942459979221],[-58.8249485164364,-27.4942211745357],[-58.8249535827657,-27.4942468515884],[-58.8251537674022,-27.4942196065855],[-58.8250547313596,-27.4936847845785],[-58.8250834392165,-27.4936798179561],[-58.8250178046171,-27.4933242970341],[-58.8249014464546,-27.4933412929205],[-58.8248157270094,-27.4928783737424],[-58.8245351134885,-27.492919696057]]]}"
108,ELADIO GALARZA,S/D,PLAZOLETA,99,VICTOR COLAS,LOS COCOS-DARDO ROCHA-EDUARDO MADERO,"{""type"":""Polygon"",""coordinates"":[[[-58.7859392298182,-27.4629008829844],[-58.7859042453269,-27.4630707770732],[-58.7861171799345,-27.4631074632184],[-58.7863313460221,-27.4629955126803],[-58.7863133383088,-27.4629066496049],[-58.7862985930525,-27.4628359129334],[-58.7859392298182,-27.4629008829844]]]}"
110,LIBERTAD,S/D,PLAZA,51,LIBERTAD,SAN MARTIN-ROCA-HIPOLITO IRIGOYEN-PERU,"{""type"":""Polygon"",""coordinates"":[[[-58.8218852177978,-27.4701806446483],[-58.8217447768142,-27.4703394898495],[-58.8218352927212,-27.4709730595941],[-58.8220166159987,-27.471100319982],[-58.8227943940588,-27.4710232112251],[-58.8229376222755,-27.4708637562762],[-58.8228598818894,-27.4702311367387],[-58.8226813467559,-27.4701032687685],[-58.8218852177978,-27.4701806446483]]]}"
111,PRIMERA JUNTA,287,PLAZA,106,YAPEYU,GDOR. DR. JUAN E. MARTINEZ-COLOMBIA-PJE. GRANADERO-MEXICO,"{""type"":""Polygon"",""coordinates"":[[[-58.8144878017058,-27.469443285826],[-58.8148382548297,-27.4693670407722],[-58.8163611089527,-27.4692205783078],[-58.8162940232182,-27.4689067656274],[-58.8144195101823,-27.4691702546957],[-58.8144878017058,-27.469443285826]]]}"
156,25 DE MAYO,S/D,PLAZA,27,DEPORTES,25 DE MAYO-BUENOS AIRES-FRAY J. DE LA QUINTANA-SALTA,"{""type"":""Polygon"",""coordinates"":[[[-58.8390005912268,-27.4639141263663],[-58.8401520473592,-27.4638106262506],[-58.8400248876052,-27.4628153179232],[-58.8389342680139,-27.4628987295917],[-58.8390005912268,-27.4639141263663]]]}"
184,S/N,S/D,ESPACIO VERDE,20,CIUDAD DE ESTEPA,COSQUIN-CIUDAD DE AREQUIPA-RAFAELA,"{""type"":""Polygon"",""coordinates"":[[[-58.8332838238299,-27.4947462846503],[-58.8333129020623,-27.4948855507417],[-58.8336560774319,-27.4948285685375],[-58.8336269977746,-27.494689301593],[-58.8332838238299,-27.4947462846503]]]}"
209,S/N,S/D,PLAZA,1,17 DE AGOSTO,CNEL. ARTAZA-CERDEÑA,"{""type"":""Polygon"",""coordinates"":[[[-58.7833229380972,-27.4915437191214],[-58.7833792986596,-27.4918828836627],[-58.7837598882126,-27.4918342552785],[-58.7837035254744,-27.4914950917454],[-58.7833229380972,-27.4915437191214]]]}"
1056,,,ESPACIO VERDE,9,ARAZATI,,"{""type"":""Polygon"",""coordinates"":[[[-58.8505943783467,-27.4743562610779],[-58.8501392457315,-27.4741941338481],[-58.8501010470461,-27.4741803104386],[-58.850062340143,-27.4741676919461],[-58.850023155275,-27.4741562876434],[-58.8499835529485,-27.4741461160765],[-58.849943563416,-27.4741371865182],[-58.8499032573931,-27.4741295085757],[-58.8498626752481,-27.4741230916056],[-58.8498218572555,-27.4741179539868],[-58.8497808743183,-27.4741140872817],[-58.8497397566888,-27.4741115007633],[-58.8496985650602,-27.474110194933],[-58.8496573499166,-27.4741101792311],[-58.8496161618355,-27.4741114540754],[-58.8495750413723,-27.4741140107778],[-58.8495340492204,-27.4741178498399],[-58.8495562826311,-27.4741171673266],[-58.8495785393602,-27.4741171617516],[-58.8496007688291,-27.4741178326967],[-58.8496229710383,-27.4741191801622],[-58.8496451056186,-27.474121194791],[-58.8496671521514,-27.4741238944612],[-58.8496890805709,-27.4741272518545],[-58.8497108603426,-27.4741312847652],[-58.8497324816322,-27.4741359660423],[-58.8497539139051,-27.4741413134801],[-58.8497751270956,-27.4741472997604],[-58.8497960907627,-27.4741539336552],[-58.8498167949784,-27.4741611970359],[-58.8498372093956,-27.4741690896519],[-58.8498573138766,-27.4741776023136],[-58.8498770782616,-27.4741867167254],[-58.849896482413,-27.4741964236978],[-58.8499155060993,-27.4742067230638],[-58.8499341192543,-27.4742175875052],[-58.8499523117624,-27.4742290169386],[-58.8499700535573,-27.4742409840459],[-58.8499873243139,-27.4742534976827],[-58.8500041142911,-27.4742665216753],[-58.8500203932352,-27.4742800467508],[-58.8501235192226,-27.4743641838008],[-58.8503971282536,-27.474583183561],[-58.8505945638417,-27.4747432632691],[-58.8506145891844,-27.474761366962],[-58.8506352581065,-27.4747788714029],[-58.8506565707019,-27.4747957675689],[-58.8506784765782,-27.474812036997],[-58.8507009760164,-27.4748276526193],[-58.8507240387624,-27.4748426051624],[-58.8507476346555,-27.4748568763305],[-58.8507717334416,-27.4748704568503],[-58.8507963251919,-27.4748833285928],[-58.8508213696297,-27.4748954731786],[-58.8508468466166,-27.4749068814181],[-58.8508727360141,-27.4749175441213],[-58.8508989874297,-27.4749274428255],[-58.8509256009565,-27.4749365685079],[-58.8509567512641,-27.4749442878982],[-58.850988184721,-27.4749510441231],[-58.8510198607693,-27.474956845871],[-58.8510517391319,-27.4749616747625],[-58.8510837894603,-27.4749655305471],[-58.8511159612679,-27.4749684037848],[-58.8511482242062,-27.474970294225],[-58.8511805379044,-27.474971192511],[-58.8512128718269,-27.4749711164376],[-58.8512451856963,-27.4749700476258],[-58.8512774389547,-27.4749679947642],[-58.8513095911378,-27.4749649575188],[-58.8513416118033,-27.4749609446621],[-58.851373460487,-27.4749559558601],[-58.851405096631,-27.4749499998017],[-58.8513672259662,-27.4749513295972],[-58.8513293168867,-27.4749514860335],[-58.8512914300889,-27.4749504696113],[-58.8512536059441,-27.4749482896872],[-58.8512158851041,-27.4749449285501],[-58.8511783178688,-27.474940413685],[-58.8511409549122,-27.4749347364869],[-58.8511038264896,-27.4749279062291],[-58.8510669932038,-27.4749199324353],[-58.8510304954256,-27.4749108244621],[-58.8509943634102,-27.474900591583],[-58.8509761297943,-27.4748960286909],[-58.8509580840695,-27.4748909079012],[-58.8509402464677,-27.4748852293811],[-58.850922637221,-27.4748789932975],[-58.8509052863963,-27.4748722269687],[-58.8508882144129,-27.4748649125166],[-58.8508714310124,-27.4748570861152],[-58.850854966636,-27.4748487389924],[-58.8508388414222,-27.4748398803379],[-58.850823065206,-27.4748305373029],[-58.8508076583129,-27.4748207010322],[-58.8507926508098,-27.4748103988438],[-58.8507780629285,-27.474799630905],[-58.8507638943881,-27.4747884242836],[-58.8507501654204,-27.4747767791466],[-58.8507369061857,-27.4747647137899],[-58.850724126519,-27.4747522553647],[-58.8507118366299,-27.4747393949321],[-58.8507000563753,-27.4747261687494],[-58.8506888058934,-27.4747125860064],[-58.8506780850905,-27.4746986557257],[-58.8506683650145,-27.4746857804111],[-58.8506591437076,-27.4746726114439],[-58.8506504411203,-27.4746591760588],[-58.8506422673685,-27.4746454743394],[-58.8506346222646,-27.474631524331],[-58.8506275156435,-27.4746173531847],[-58.8506209676431,-27.4746029700902],[-58.8506149779822,-27.4745884021153],[-58.8506095567766,-27.4745736493435],[-58.850604713861,-27.474558738926],[-58.8506004388383,-27.474543697847],[-58.8505967519401,-27.4745285262737],[-58.8505936528852,-27.4745132512736],[-58.850591151602,-27.4744978909755],[-58.850589237787,-27.4744824633408],[-58.8505879214622,-27.4744669774759],[-58.8505872123688,-27.4744514695542],[-58.8505871002969,-27.4744359485149],[-58.850587585059,-27.4744204324031],[-58.8505886664676,-27.4744049392639],[-58.8505903543573,-27.4743894962483],[-58.8505926284964,-27.4743741031894],[-58.8505943783467,-27.4743562610779]]]}"
