gid,nombre_plaza,ordenanza,clasificacion,id_barrios,nombre_barrio,ubicacion,st_asgeojson
1001,S/N,,ESPACIO VERDE,63,PARQUE BALNEARIO MOLINA PUNTA,LAS MARGARITAS-CAA CATI-BELLA VISTA,"{""type"":""Polygon"",""coordinates"":[[[-58.7846355327391,-27.4443454299983],[-58.7844203727821,-27.4442367748926],[-58.7842925982246,-27.4441350422778],[-58.7841948543875,-27.4440233045054],[-58.7841449669213,-27.443955106195],[-58.7840637429375,-27.4437640380694],[-58.7838419920064,-27.4442855013033],[-58.7838484818273,-27.4442971084562],[-58.7838674516545,-27.4443119046816],[-58.7839037820877,-27.4443308309485],[-58.7840352312214,-27.444307337203],[-58.7841149828073,-27.4443020013081],[-58.7841972798309,-27.4443006660872],[-58.7845800519285,-27.4443675336515],[-58.7846010155143,-27.4443710533468],[-58.7846307503262,-27.4443749062333],[-58.7846356506182,-27.4443740506087],[-58.7846413390077,-27.4443669132511],[-58.7846440335483,-27.4443573113368],[-58.7846409422751,-27.4443506107457],[-58.7846355327391,-27.4443454299983]]]}"
1002,S/N,,ESPACIO VERDE,61,CIUDAD DE VALENCIA,JOSEFINA CONTE-S/N-S/N-S/N-BARRIO NUEVA VALENCIA,"{""type"":""Polygon"",""coordinates"":[[[-58.7781677759239,-27.4444143945185],[-58.7776187781432,-27.4442437571931],[-58.7771984763912,-27.4447437270208],[-58.7779481834965,-27.4449767492469],[-58.7781677759239,-27.4444143945185]]]}"
1003,S/N,,ESPACIO VERDE,8,APIPE,EVA PERON-ARGERICH/S/N-LOS CRISANTEMOS-LAS AMAPOLAS,"{""type"":""Polygon"",""coordinates"":[[[-58.7815176493618,-27.4599598904178],[-58.7812396067633,-27.4598693883484],[-58.7809133966769,-27.4608030196266],[-58.7815176493618,-27.4599598904178]]]}"
1004,S/N,,ESPACIO VERDE,109,JARDIN,LAS AZUCENAS-LAS CALENDULAS-CANTUTA,"{""type"":""Polygon"",""coordinates"":[[[-58.7724047996708,-27.458983994057],[-58.7720978283429,-27.4589566627296],[-58.7720404450377,-27.4594471817792],[-58.7722264604104,-27.4594653026507],[-58.772255288571,-27.4592188762381],[-58.7723759473542,-27.4592306296431],[-58.7724047996708,-27.458983994057]]]}"
1006,LA MEMORIA,,ESPACIO VERDE,44,JOSE MARIA PONCE,CESAR ALVAREZ-CARLOS RUBEN MARCON-JOAQUIN ARQUEROS,"{""type"":""Polygon"",""coordinates"":[[[-58.7712509582041,-27.4902969765677],[-58.7712915076745,-27.4905508738982],[-58.7704357388249,-27.4906636391612],[-58.7703999060861,-27.4904190940704],[-58.7712509582041,-27.4902969765677]]]}"
1027,LOS INMIGRANTES,1913/76,PLAZOLETA,14,BERON DE ASTRADA,AVIADOR J. CORREA FERNANDEZ-SARMIENTO,"{""type"":""Polygon"",""coordinates"":[[[-58.8314533736281,-27.4837877683943],[-58.8310252318684,-27.483829822939],[-58.8309628796372,-27.4834334382791],[-58.8311849772555,-27.4835828737288],[-58.8314533736281,-27.4837877683943]]]}"
1025,S/N,,ESPACIO VERDE,55,MALVINAS ARGENTINAS,CRUZ DEL EJE-PAYSANDU,"{""type"":""Polygon"",""coordinates"":[[[-58.8262176741132,-27.4983784306025],[-58.8262809817104,-27.4987202780067],[-58.8256270810353,-27.4988165696462],[-58.8255637754273,-27.4984747220106],[-58.8262176741132,-27.4983784306025]]]}"
1018,S/N,,ESPACIO VERDE,93,SERANTES,PABLO PICASSO-NICARAGUA,"{""type"":""Polygon"",""coordinates"":[[[-58.8115943828426,-27.4990291899311],[-58.8115268900009,-27.4991395908843],[-58.8112200663146,-27.4991183218549],[-58.8112246790088,-27.4990687852775],[-58.8115291655535,-27.4990227201395],[-58.8115991096806,-27.4990164951871],[-58.8115943828426,-27.4990291899311]]]}"
1069,MONUMENTO A LA VIRGEN STELLA MARIS,,PASEO,16,CAMBA CUA,,"{""type"":""Polygon"",""coordinates"":[[[-58.8505555417237,-27.4660078096721],[-58.8505629943153,-27.4659720750531],[-58.8505627026262,-27.4659243444625],[-58.850590189383,-27.4658536809598],[-58.8506344834364,-27.4658315862479],[-58.8506935593137,-27.4658257568816],[-58.8507525405472,-27.465829051215],[-58.8507893019805,-27.4658504111601],[-58.8508291014572,-27.4658823244439],[-58.8508513874186,-27.4659337459706],[-58.8508626508385,-27.4659857784172],[-58.8508565317376,-27.4660446862664],[-58.8508522482985,-27.4660783414009],[-58.850855242659,-27.4660931056983],[-58.8506152807304,-27.466013917861],[-58.8505555417237,-27.4660078096721]]]}"
1020,,,ESPACIO VERDE,69,PRIMERA JUNTA,PITAGORAS-NTRA. SEÑORA DE LA ASUNCION-JUAN RAMON VIDAL,"{""type"":""Polygon"",""coordinates"":[[[-58.8169420059424,-27.4893714960007],[-58.8167279761245,-27.4890212791201],[-58.8167259557279,-27.489019442635],[-58.8167228910996,-27.4890198714051],[-58.8167854522502,-27.489369710239],[-58.8167980603283,-27.4893830074074],[-58.8168086868982,-27.4893908298077],[-58.8168229172406,-27.4893954990585],[-58.8168458023681,-27.4894016063679],[-58.8168856135005,-27.4893987610332],[-58.8169045161549,-27.4893957379422],[-58.8169203638926,-27.4893922340518],[-58.8169290818722,-27.4893877598962],[-58.8169383535641,-27.4893791970066],[-58.8169420059424,-27.4893714960007]]]}"
1021,S/N,,ESPACIO VERDE,37,GUEMES INVICO,PTE. DR. ARTURO FRONDIZI-S/N-B. GUEMES INVICO,"{""type"":""Polygon"",""coordinates"":[[[-58.7953423589116,-27.4863282203311],[-58.7953455796191,-27.4863972748158],[-58.7951310935744,-27.4866415946145],[-58.7950920389457,-27.4863555187309],[-58.7953423589116,-27.4863282203311]]]}"
1072,ISLAS MALVINAS,,PLAYA,16,CAMBA CUA,,"{""type"":""Polygon"",""coordinates"":[[[-58.8545057761601,-27.4692053658554],[-58.8543628392007,-27.4692616313487],[-58.8542445014005,-27.469233448501],[-58.8541196981216,-27.4691749799842],[-58.8539513994107,-27.4690617351119],[-58.8538334685401,-27.4689942532019],[-58.8538060415644,-27.4689749612046],[-58.8538135686872,-27.4689716582671],[-58.8537566999998,-27.4687557999999],[-58.8536596999998,-27.4686435],[-58.853526950671,-27.4685390308485],[-58.8533850999998,-27.4684452],[-58.8530114760089,-27.4682752641089],[-58.8524871770049,-27.4676589352701],[-58.8525590870266,-27.4676617056496],[-58.8527413923898,-27.4677312306325],[-58.853013970703,-27.4678693801117],[-58.8531203354052,-27.467908046681],[-58.8531612859738,-27.4678811748417],[-58.8532245158493,-27.4678303005901],[-58.8532704873941,-27.4678095165411],[-58.8533484986792,-27.4678041125052],[-58.8535022010075,-27.4678537499241],[-58.8536203494467,-27.4679000712303],[-58.8537010460846,-27.4679627119256],[-58.8538147735347,-27.4681087634773],[-58.8545678067399,-27.4691987904483],[-58.8545057761601,-27.4692053658554]]]}"
1074,HOMENAJE GRAL. MARTIN MIGUEL DE GUEMES,,PASEO,27,DEPORTES,,"{""type"":""Polygon"",""coordinates"":[[[-58.8400653991,-27.4614460169428],[-58.8402539320977,-27.4613373874677],[-58.8404194364014,-27.4613710764119],[-58.8404478809989,-27.4613994076795],[-58.8400653991,-27.4614460169428]]]}"
1032,AMADO BONPLAND,S/N,ESPACIO VERDE,16,CAMBA CUA,PADRE BORGATTI-COSTANERA GRAL. SAN MARTIN-DON BOSCO-JUNIN,"{""type"":""Polygon"",""coordinates"":[[[-58.8504513984457,-27.4663495976979],[-58.8504585387488,-27.4663825117623],[-58.8504644748462,-27.4664205494975],[-58.8504675495499,-27.4664570235269],[-58.8504553420747,-27.4664687300578],[-58.8504495287368,-27.4664743290396],[-58.8504137906903,-27.4664796809747],[-58.8503913524859,-27.4664789823683],[-58.8502847990306,-27.4664868297765],[-58.8500001946279,-27.4665152812805],[-58.8494909788209,-27.4665588174789],[-58.849380961737,-27.4665676622963],[-58.8493354618621,-27.4665708798444],[-58.8493234835051,-27.4665605136392],[-58.8493189756664,-27.4665512358886],[-58.8493087460023,-27.4663725016919],[-58.8493238789367,-27.4663561991885],[-58.8493360118777,-27.4663516791987],[-58.8493888862083,-27.4663587898062],[-58.8494774452877,-27.4663656818794],[-58.8497088606081,-27.4663604066798],[-58.8498056468881,-27.4663509389501],[-58.8499440111728,-27.4663279538023],[-58.8500218014328,-27.4663188423919],[-58.8501335446598,-27.466310011315],[-58.850218725499,-27.4663096879633],[-58.8502900150561,-27.4663169502841],[-58.8504009484379,-27.4663307001992],[-58.8504302390436,-27.4663365889861],[-58.8504434323464,-27.4663408047934],[-58.8504513984457,-27.4663495976979]]]}"
1033,S/N,,ESPACIO VERDE,64,PEDRO FERRE,3 DE ABRIL-PJE. JUAN J. FERNANDEZ BLANCO,"{""type"":""Polygon"",""coordinates"":[[[-58.847969791209,-27.4739560813297],[-58.8479447409921,-27.4737939831433],[-58.8478456580108,-27.4738054148346],[-58.8478552409182,-27.4738646221167],[-58.8478010866818,-27.4739233019251],[-58.8478066921139,-27.473972697434],[-58.847969791209,-27.4739560813297]]]}"
1034,ROBERTO BACILIO BARUZZO,,ESPACIO VERDE,48,LA ROSADA,ITALIA-JUAN TORRES DE VERA Y ARAGON-S/N-PLACIDO MARTINEZ,"{""type"":""Polygon"",""coordinates"":[[[-58.8362883121274,-27.461719231616],[-58.8363086253189,-27.4618922802507],[-58.8363077115387,-27.4619028369389],[-58.8363023858467,-27.4619129986479],[-58.836295090634,-27.4619195627723],[-58.8362850080097,-27.4619239549279],[-58.8362725450396,-27.4619256413467],[-58.8362605210992,-27.4619237503064],[-58.8362486267792,-27.4619142952182],[-58.8362428250433,-27.4619076664154],[-58.8362408767987,-27.4618972648674],[-58.8362228784821,-27.4617236088728],[-58.8362226727194,-27.4617193098012],[-58.8362233664002,-27.4617153763587],[-58.8362246471744,-27.4617128802729],[-58.8362278070981,-27.4617082512145],[-58.8362307531475,-27.4617048737631],[-58.8362331321965,-27.4617029240242],[-58.8362392479204,-27.4616987673068],[-58.8362427801228,-27.4616969167322],[-58.8362476549091,-27.4616962412431],[-58.8362553424832,-27.4616953206742],[-58.83626317119,-27.4616952965659],[-58.8362696764668,-27.4616970519616],[-58.8362753268377,-27.4616989792694],[-58.8362798507302,-27.46170304584],[-58.8362836627302,-27.4617080017434],[-58.8362863651738,-27.461713485544],[-58.8362883121274,-27.461719231616]]]}"
1035,S/N,,ESPACIO VERDE,64,PEDRO FERRE,3 DE ABRIL-PJE. SGTO. MAYOR ATIENZA,"{""type"":""Polygon"",""coordinates"":[[[-58.8492868684824,-27.4736183441514],[-58.8493076775133,-27.4737494941531],[-58.8493241956456,-27.4738578953426],[-58.8492414930715,-27.4738667632245],[-58.849252729282,-27.4739141584935],[-58.8489220636255,-27.4739521762217],[-58.8488981074857,-27.4738011930656],[-58.8491134605871,-27.4737740094988],[-58.849092650763,-27.4736428603693],[-58.8492868684824,-27.4736183441514]]]}"
1036,S/N,,ESPACIO VERDE,93,SERANTES,PABLO PICASSO-LORETO,"{""type"":""Polygon"",""coordinates"":[[[-58.8055069437684,-27.5054662409071],[-58.8051521790759,-27.5054958672876],[-58.8051744118531,-27.5056859965787],[-58.8055069437684,-27.5054662409071]]]}"
1040,S/N,,ESPACIO VERDE,6,ANAHI,CABO ROQUE E. SANCHEZ-LISBOA,"{""type"":""Polygon"",""coordinates"":[[[-58.7952595248026,-27.4588361949891],[-58.7952212441386,-27.4588474250035],[-58.7951646697702,-27.4588800363927],[-58.7952045664165,-27.459074430048],[-58.795304461642,-27.4590963417705],[-58.7953171154209,-27.4590969645814],[-58.7953275177156,-27.4590929477133],[-58.7953304785375,-27.459085272986],[-58.7952595248026,-27.4588361949891]]]}"
1041,S/N,,ESPACIO VERDE,1,17 DE AGOSTO,CNEL. ARTAZA-CERDEÑA,"{""type"":""Polygon"",""coordinates"":[[[-58.7831631816767,-27.491554232915],[-58.7827827685626,-27.491603913538],[-58.7828388057449,-27.4919431164555],[-58.7832192200124,-27.4918934357187],[-58.7831631816767,-27.491554232915]]]}"
1047,S/N,,ESPACIO VERDE,123,PIRAYUI NUEVO,FERRAU JOSE RAMON-SANCHEZ ROQUE EVARISTO-JUAN RAUL SERRADORI-CALLE 850,"{""type"":""Polygon"",""coordinates"":[[[-58.7812679830007,-27.5230983190795],[-58.7813758727722,-27.5232723698051],[-58.7806715792084,-27.523889664238],[-58.7804353373552,-27.5235085461324],[-58.7812679830007,-27.5230983190795]]]}"
1048,S/N,,ESPACIO VERDE,123,PIRAYUI NUEVO,JUAN RAUL SERRADORI-CALLE 850-FERREYRA DIEGO,"{""type"":""Polygon"",""coordinates"":[[[-58.780473683151,-27.5237972679646],[-58.7805772634964,-27.5239643697679],[-58.780277561646,-27.5242270463964],[-58.7801193630095,-27.5239718308033],[-58.780473683151,-27.5237972679646]]]}"
1050,S/N,,ESPACIO VERDE,123,PIRAYUI NUEVO,FERRAU JOSE RAMON-RIQUELME SECUNDINO-JUAN RAUL SERRADORI,"{""type"":""Polygon"",""coordinates"":[[[-58.7796070635937,-27.5204100191082],[-58.7789517130572,-27.5207328949989],[-58.7788538158053,-27.5205749525994],[-58.7795200755582,-27.5202655194412],[-58.7796070635937,-27.5204100191082]]]}"
1064,PUNTA TACURÚ,,PASEO,16,CAMBA CUA,,"{""type"":""Polygon"",""coordinates"":[[[-58.8444468853988,-27.4631400094342],[-58.844035936651,-27.4623496104583],[-58.8440241631049,-27.4623193170735],[-58.8439743362967,-27.4622283164969],[-58.8438975773722,-27.4621694448134],[-58.8439367555609,-27.4621223197348],[-58.8439480289443,-27.4620846687484],[-58.8439217042643,-27.4620585682267],[-58.8438831898601,-27.4620420722518],[-58.8438432866089,-27.4620428193967],[-58.8438188283663,-27.4620695767488],[-58.8437760686058,-27.4621123583929],[-58.8436860800478,-27.4620469062589],[-58.8435908446047,-27.4621367024355],[-58.8435482872966,-27.4621600741963],[-58.8434768301166,-27.4621724217809],[-58.8434067280865,-27.4621707611731],[-58.8432426433447,-27.4621347852259],[-58.8436462267777,-27.4623667490327],[-58.8440200823525,-27.462597046957],[-58.8444468853988,-27.4631400094342]]]}"
1078,,,,1,17 DE AGOSTO,,"{""type"":""Polygon"",""coordinates"":[[[-58.7836483778622,-27.484149085015],[-58.7831351250071,-27.4841778014439],[-58.783091735522,-27.4841737328991],[-58.7830628227172,-27.4841697909157],[-58.7830153578726,-27.4841601529256],[-58.7829472729048,-27.4841448008265],[-58.7828895284361,-27.4841295391179],[-58.782850498235,-27.4841052180574],[-58.7827950855266,-27.4840659969474],[-58.7827561770482,-27.4840306093472],[-58.7827275482196,-27.4840008454287],[-58.7827031367142,-27.4839637400029],[-58.7826828005657,-27.4839322040054],[-58.7826706962315,-27.4839044291942],[-58.7826607208379,-27.4838711392126],[-58.7826569294391,-27.483839747913],[-58.7826552466943,-27.483804685863],[-58.782655936258,-27.4837419756144],[-58.7826753602894,-27.4836683616388],[-58.7827078417748,-27.4835358347678],[-58.7828440925316,-27.4831828637572],[-58.7829144069183,-27.4835597763345],[-58.782942609886,-27.48362827302],[-58.7829668794719,-27.4836782893409],[-58.7829912504572,-27.4837190835614],[-58.7830217446262,-27.4837673097024],[-58.7830522996454,-27.4838100025793],[-58.783091167599,-27.4838490789371],[-58.7831484456713,-27.4839067622047],[-58.783199661431,-27.483951480275],[-58.7832530061401,-27.4839906831483],[-58.7833311072076,-27.4840356361979],[-58.7834855454562,-27.4840978578019],[-58.7836483778622,-27.484149085015]]]}"
1037,S/N,,ESPACIO VERDE,110,ESPERANZA,PJE.761-ISACO ABITBOL-PROF. GUSTAVO REVIDATTI-PROLONGACION DR.OSCAR PIRCHI,"{""type"":""Polygon"",""coordinates"":[[[-58.7880482496628,-27.5431337910899],[-58.7879972625335,-27.5436922736625],[-58.7864031722964,-27.54357663582],[-58.7864566208572,-27.5429912848115],[-58.7880482496628,-27.5431337910899]]]}"
1038,JUANA ROJAS,7276,ESPACIO VERDE,123,PIRAYUI NUEVO,CALLE 754-CALLE 805-CALLE CALLE 756,"{""type"":""Polygon"",""coordinates"":[[[-58.7835653159539,-27.5137350554816],[-58.7837759925259,-27.5140693638893],[-58.7834230954372,-27.5142461530436],[-58.7832124186271,-27.5139118441243],[-58.7835653159539,-27.5137350554816]]]}"
1043,S/N,,ESPACIO VERDE,123,PIRAYUI NUEVO,MACIEL IRENEO OSVALDO-GARCIA RAMON,"{""type"":""Polygon"",""coordinates"":[[[-58.7732674241867,-27.5152581569379],[-58.7729834451978,-27.5153991447976],[-58.7727975917667,-27.5145117896281],[-58.7732674241867,-27.5152581569379]]]}"
1057,,,ESPACIO VERDE,16,CAMBA CUA,,"{""type"":""Polygon"",""coordinates"":[[[-58.8521797252577,-27.4737314472896],[-58.8521800218625,-27.4737312693669],[-58.8521803113418,-27.4737310823406],[-58.8521805933444,-27.4737308864377],[-58.8521808675285,-27.4737306818957],[-58.8521811335614,-27.4737304689627],[-58.8521813911206,-27.4737302478969],[-58.8521816398937,-27.4737300189663],[-58.852181879579,-27.4737297824487],[-58.8521821098859,-27.4737295386309],[-58.852182330535,-27.4737292878084],[-58.8521825412588,-27.4737290302856],[-58.8521827418017,-27.4737287663747],[-58.8521829319205,-27.4737284963957],[-58.8521831113847,-27.4737282206762],[-58.8521832799766,-27.4737279395503],[-58.8521834374917,-27.4737276533592],[-58.8521835837391,-27.4737273624498],[-58.8521837185413,-27.4737270671749],[-58.852183841735,-27.4737267678927],[-58.8521839531706,-27.473726464966],[-58.8521840527131,-27.4737261587623],[-58.8521841402418,-27.4737258496528],[-58.8521842156504,-27.4737255380125],[-58.8521842788476,-27.4737252242193],[-58.8521843297567,-27.4737249086537],[-58.8521843683159,-27.4737245916984],[-58.8521843944786,-27.4737242737378],[-58.8521844082129,-27.4737239551575],[-58.8521844095022,-27.4737236363438],[-58.852184398345,-27.4737233176834],[-58.8521843747548,-27.4737229995628],[-58.8521843387602,-27.4737226823676],[-58.8521842904048,-27.4737223664826],[-58.8521842297473,-27.4737220522909],[-58.8521841568613,-27.4737217401735],[-58.8521840718351,-27.4737214305089],[-58.8521839747718,-27.4737211236726],[-58.8521838657892,-27.4737208200368],[-58.8521837450194,-27.4737205199697],[-58.852183612609,-27.4737202238351],[-58.8521834687184,-27.4737199319922],[-58.8521833135221,-27.473719644795],[-58.8521831472085,-27.4737193625917],[-58.8521829699791,-27.4737190857245],[-58.8521827820489,-27.4737188145293],[-58.8521825836458,-27.4737185493348],[-58.8521823750104,-27.4737182904628],[-58.8521821563958,-27.4737180382271],[-58.852181928067,-27.4737177929337],[-58.852181690301,-27.4737175548799],[-58.852181443386,-27.4737173243546],[-58.8521811876216,-27.4737171016373],[-58.8521809233179,-27.473716886998],[-58.8521806507955,-27.4737166806971],[-58.8521803703847,-27.4737164829847],[-58.8521800824258,-27.4737162941006],[-58.8521797872678,-27.473716114274],[-58.8521794852688,-27.4737159437228],[-58.852179176795,-27.4737157826539],[-58.8521788622205,-27.4737156312626],[-58.851852939116,-27.4736810904014],[-58.8493617693954,-27.4740295315125],[-58.8489776403851,-27.4740781500923],[-58.8487435483212,-27.4741066231113],[-58.8485093940892,-27.474150795794],[-58.8483261831573,-27.4741895243469],[-58.8485010211224,-27.47416796108],[-58.8487083757643,-27.4741423352994],[-58.8489315109671,-27.4741168396804],[-58.8491596432249,-27.474094938898],[-58.8496481194421,-27.4740512647307],[-58.8496702034639,-27.4740508261544],[-58.8496922641839,-27.4740506438137],[-58.8497142783009,-27.4740509739481],[-58.8497252606016,-27.4740514112682],[-58.8497362225148,-27.4740520727809],[-58.8497471622222,-27.4740529771405],[-58.8497580809864,-27.4740541053378],[-58.8497798628916,-27.4740569308528],[-58.8498015826436,-27.4740603445398],[-58.8498232546551,-27.4740641416127],[-58.8498665088255,-27.4740721089739],[-58.8499096311791,-27.4740802740474],[-58.8499311109407,-27.4740845890746],[-58.8499525183553,-27.474089153524],[-58.8499738398705,-27.4740940382171],[-58.8499950622589,-27.4740993090685],[-58.8500161760634,-27.4741049751348],[-58.8500371742534,-27.4741110088782],[-58.8500580498382,-27.4741173821548],[-58.8500787958272,-27.4741240668209],[-58.8500994052298,-27.4741310347327],[-58.8501198710552,-27.4741382577466],[-58.8501401883243,-27.4741457074108],[-58.8501603859077,-27.4741533500935],[-58.8505057783674,-27.4742725373903],[-58.850515292977,-27.4742760625778],[-58.8505248140115,-27.4742798131464],[-58.8505438490383,-27.4742879581467],[-58.8505531847923,-27.4742918848335],[-58.8505622292587,-27.4742952621717],[-58.8505666020875,-27.4742966380414],[-58.8505708538884,-27.4742977484214],[-58.8505749685927,-27.4742985505944],[-58.8505789301316,-27.4742990018426],[-58.8505827224367,-27.4742990594488],[-58.850586329439,-27.4742986806953],[-58.8505897351154,-27.4742978229869],[-58.8505929322537,-27.4742964674042],[-58.85059593291,-27.4742946468049],[-58.8505987516883,-27.4742924008923],[-58.8506014031926,-27.47428976937],[-58.8506039020269,-27.4742867919416],[-58.8506062627952,-27.4742835083106],[-58.8506085001015,-27.4742799581805],[-58.850612662744,-27.474272217237],[-58.8506165067866,-27.4742638867392],[-58.8506201490613,-27.4742552843155],[-58.8506272220827,-27.4742381994889],[-58.8506343610838,-27.4742214315034],[-58.8506419218222,-27.4742048870179],[-58.8506502599929,-27.4741884724072],[-58.8506548317699,-27.4741802845469],[-58.8506597276752,-27.4741720956081],[-58.850664953185,-27.4741639107341],[-58.8506704937652,-27.4741557437155],[-58.8506763346545,-27.4741476084411],[-58.8506824610912,-27.4741395187997],[-58.850688858314,-27.4741314886801],[-58.8506955115614,-27.4741235319709],[-58.850702406072,-27.4741156625611],[-58.8507095270845,-27.4741078943394],[-58.850724389569,-27.4740927170153],[-58.8507399809241,-27.474078111109],[-58.8507480130245,-27.4740710571595],[-58.8507561830584,-27.4740641877308],[-58.8507644777821,-27.4740575151134],[-58.8507728942277,-27.4740510407762],[-58.8507814336888,-27.4740447616997],[-58.8507900974728,-27.4740386748503],[-58.8508078032391,-27.4740270656979],[-58.8508260219861,-27.4740161890487],[-58.8508447510211,-27.4740060064512],[-58.8508639037406,-27.4739963889729],[-58.8508833605679,-27.4739871721258],[-58.8509030018476,-27.4739781913377],[-58.8509423591518,-27.4739602796639],[-58.8510163114924,-27.4739311699096],[-58.8510360046855,-27.4739224347432],[-58.8510559433219,-27.4739141623441],[-58.8510761401851,-27.4739063749678],[-58.8510965516259,-27.4738989978955],[-58.8511171321551,-27.473891953246],[-58.8511378362836,-27.4738851631386],[-58.8511794333812,-27.4738720350264],[-58.8512203929372,-27.4738594234272],[-58.8512703990836,-27.4738494041938],[-58.8513461627011,-27.4738368156311],[-58.8515243568799,-27.4738061033763],[-58.8515459500423,-27.4738037555481],[-58.8515676600397,-27.4738010304723],[-58.8515895753294,-27.4737980352493],[-58.8516117843687,-27.4737948769793],[-58.8516343756151,-27.4737916627626],[-58.8516573938638,-27.4737884863596],[-58.8516806897524,-27.4737853822116],[-58.8517273012019,-27.473779462516],[-58.8517502101362,-27.4737766828854],[-58.851772583459,-27.4737740473446],[-58.8517942178572,-27.4737715738524],[-58.8518046944241,-27.4737704034866],[-58.8518149100173,-27.4737692803677],[-58.8518248392228,-27.4737682067404],[-58.8518344566262,-27.4737671848497],[-58.8518437368136,-27.4737662169404],[-58.851852654371,-27.4737653052574],[-58.8518612026271,-27.4737644497342],[-58.8518694447649,-27.47376364169],[-58.8518853284974,-27.4737621252886],[-58.8519009411931,-27.4737606705538],[-58.8519169184765,-27.4737591919858],[-58.8519252424713,-27.4737584170456],[-58.8519338959722,-27.4737576040846],[-58.8519429584323,-27.4737567424152],[-58.8519525093045,-27.4737558213498],[-58.851962628042,-27.4737548302008],[-58.8519733940978,-27.4737537582806],[-58.8519848869248,-27.4737525949015],[-58.8519971859761,-27.4737513293758],[-58.8520103707047,-27.4737499510157],[-58.852017320027,-27.4737492161829],[-58.8520245205635,-27.4737484491336],[-58.8520319822459,-27.4737476485317],[-58.8520397150056,-27.4737468130414],[-58.8520477287744,-27.4737459413265],[-58.8520560334839,-27.4737450320513],[-58.8520646390657,-27.4737440838795],[-58.8520735554513,-27.4737430954753],[-58.8520827925725,-27.4737420655026],[-58.8520923603608,-27.4737409926254],[-58.8521322954102,-27.4737364777103],[-58.8521417606361,-27.4737354106378],[-58.8521506172201,-27.4737344186915],[-58.852158664519,-27.4737335271073],[-58.8521623219856,-27.473733126837],[-58.8521657018897,-27.4737327611207],[-58.852168779151,-27.4737324331127],[-58.852171528689,-27.4737321459675],[-58.8521739254233,-27.4737319028397],[-58.8521759442737,-27.4737317068836],[-58.8521775601595,-27.4737315612537],[-58.8521787480006,-27.4737314691045],[-58.8521794827164,-27.4737314335905],[-58.8521797392265,-27.4737314578661],[-58.8521797252577,-27.4737314"
